example_id,class_str,pred_class_str,example_type,orig_row_idx,numark,pixel_id,NBR_1997_1998,NBR_1999_2000,NBR_2001_2002,NBR_2003_2004,NBR_2005_2006,NBR_2007_2008,NBR_2009_2010,NBR_2011_2012,NBR_2013_2014,NBR_2015_2016,NDMI_1997_1998,NDMI_1999_2000,NDMI_2001_2002,NDMI_2003_2004,NDMI_2005_2006,NDMI_2007_2008,NDMI_2009_2010,NDMI_2011_2012,NDMI_2013_2014,NDMI_2015_2016,NDVI_1997_1998,NDVI_1999_2000,NDVI_2001_2002,NDVI_2003_2004,NDVI_2005_2006,NDVI_2007_2008,NDVI_2009_2010,NDVI_2011_2012,NDVI_2013_2014,NDVI_2015_2016,NIR_1997_1998,NIR_1999_2000,NIR_2001_2002,NIR_2003_2004,NIR_2005_2006,NIR_2007_2008,NIR_2009_2010,NIR_2011_2012,NIR_2013_2014,NIR_2015_2016,SWIR1_1997_1998,SWIR1_1999_2000,SWIR1_2001_2002,SWIR1_2003_2004,SWIR1_2005_2006,SWIR1_2007_2008,SWIR1_2009_2010,SWIR1_2011_2012,SWIR1_2013_2014,SWIR1_2015_2016,SWIR2_1997_1998,SWIR2_1999_2000,SWIR2_2001_2002,SWIR2_2003_2004,SWIR2_2005_2006,SWIR2_2007_2008,SWIR2_2009_2010,SWIR2_2011_2012,SWIR2_2013_2014,SWIR2_2015_2016,prob_true,prob_pred,prob_shrubs_to_trees,prob_stable_shrubs,prob_stable_trees,prob_stable_wetland,prob_wetland_to_woody
wetland_to_woody_correct_highconf_128,wetland_to_woody,wetland_to_woody,correct_highconf,57434,GG95,249000003029,-0.9338057,-0.59991026,-1.30382,-0.030362513,-0.87777615,-0.20563436,-0.85716116,-0.47277403,-0.8284895,-0.9450417,-1.6293794,-1.0809232,-1.6525863,-0.20511362,-0.828737,-0.4329578,-1.334235,-0.8430915,-1.2760626,-1.2389696,-0.81874907,-0.68510413,-1.0904428,-0.20675664,-1.1010743,-0.3267381,-0.6709155,-0.26176804,-0.6087641,-0.97664875,-0.5477119,-0.37434882,-0.7943698,-0.21126714,-0.8309653,-0.37863973,-0.34588003,-0.3438827,-0.68641394,-0.92190754,0.699938,0.7090766,0.63525563,0.22626874,0.16728283,0.33329654,0.30216306,0.33852756,0.22891761,0.122892104,0.7260238,0.7871061,0.7645469,0.24150567,0.07250805,0.15423448,0.20868091,0.29007694,0.006221935,0.29214796,0.8917764,0.8917764,0.03218095,0.049948752,0.0023668997,0.023726955,0.8917764
wetland_to_woody_correct_highconf_129,wetland_to_woody,wetland_to_woody,correct_highconf,39070,GG95,248000003029,-0.9338057,-0.59991026,-1.30382,-0.030362513,-0.87777615,-0.20563436,-0.85716116,-0.47277403,-0.8284895,-0.9450417,-1.6293794,-1.0809232,-1.6525863,-0.20511362,-0.828737,-0.4329578,-1.334235,-0.8430915,-1.2760626,-1.2389696,-0.81874907,-0.68510413,-1.0904428,-0.20675664,-1.1010743,-0.3267381,-0.6709155,-0.26176804,-0.6087641,-0.97664875,-0.5477119,-0.37434882,-0.7943698,-0.21126714,-0.8309653,-0.37863973,-0.34588003,-0.3438827,-0.68641394,-0.92190754,0.699938,0.7090766,0.63525563,0.22626874,0.16728283,0.33329654,0.30216306,0.33852756,0.22891761,0.122892104,0.7260238,0.7871061,0.7645469,0.24150567,0.07250805,0.15423448,0.20868091,0.29007694,0.006221935,0.29214796,0.8917764,0.8917764,0.03218095,0.049948752,0.0023668997,0.023726955,0.8917764
wetland_to_woody_true_misclassified_130,wetland_to_woody,stable_trees,true_misclassified,24872,C85,294000002254,0.53755504,0.2844025,0.10888532,0.041782938,0.42395085,0.3358773,-0.020372188,0.6134903,0.7858401,1.0351263,0.6643782,0.5287322,0.34420195,0.41674104,0.6593632,0.5642455,0.20712596,0.8770318,0.8390138,1.2594672,0.47051796,0.17436726,-0.1488347,-0.08186734,0.36447057,0.09084114,0.19259116,0.5653008,0.47951537,0.6819649,-0.35528228,-0.67840546,-0.43454346,-0.8676732,-0.32942975,-0.36551544,-0.5278952,-0.06253192,-0.0051141107,0.045550995,-0.6740704,-0.97899437,-0.8207339,-1.1206276,-1.0956731,-0.95340294,-0.81272995,-0.52635753,-0.81548953,-0.9904611,-1.014526,-0.8762558,-0.81875485,-1.068614,-1.0983074,-1.0906807,-0.7827761,-0.5805065,-0.8581521,-1.0105771,0.006161068,0.9067004,0.06740838,0.017196322,0.9067004,0.0025337306,0.006161068
wetland_to_woody_true_misclassified_131,wetland_to_woody,stable_trees,true_misclassified,140829,C85,294000002254,0.53755504,0.2844025,0.10888532,0.041782938,0.42395085,0.3358773,-0.020372188,0.6134903,0.7858401,1.0351263,0.6643782,0.5287322,0.34420195,0.41674104,0.6593632,0.5642455,0.20712596,0.8770318,0.8390138,1.2594672,0.47051796,0.17436726,-0.1488347,-0.08186734,0.36447057,0.09084114,0.19259116,0.5653008,0.47951537,0.6819649,-0.35528228,-0.67840546,-0.43454346,-0.8676732,-0.32942975,-0.36551544,-0.5278952,-0.06253192,-0.0051141107,0.045550995,-0.6740704,-0.97899437,-0.8207339,-1.1206276,-1.0956731,-0.95340294,-0.81272995,-0.52635753,-0.81548953,-0.9904611,-1.014526,-0.8762558,-0.81875485,-1.068614,-1.0983074,-1.0906807,-0.7827761,-0.5805065,-0.8581521,-1.0105771,0.006161068,0.9067004,0.06740838,0.017196322,0.9067004,0.0025337306,0.006161068
wetland_to_woody_true_misclassified_132,wetland_to_woody,stable_trees,true_misclassified,117388,C85,294000002255,0.4417058,0.20666583,0.028293278,-0.0077035977,0.48700115,0.38167956,0.073054224,0.86350256,0.8988443,1.2489353,0.6993672,0.67995584,0.34540224,0.4224821,0.73630315,0.7379221,0.55675787,1.0778257,1.1501507,1.5422343,0.30570576,-0.018730046,-0.24063991,-0.16740976,0.32591996,0.15017816,0.065908425,0.749521,0.6775218,0.85984755,-0.5648759,-0.8705693,-0.7102025,-1.0635577,-0.49225384,-0.30834708,-0.43930376,0.004043381,0.019375458,0.1847413,-0.9792119,-1.0915743,-1.0301709,-1.3110914,-1.2523242,-1.0579679,-0.8634413,-0.8045616,-0.8869985,-1.0891689,-1.229248,-1.0605743,-0.9969992,-1.1864896,-1.1575565,-0.94951934,-0.9782747,-0.9813727,-1.0374829,-1.1569678,0.010209063,0.92060983,0.031804986,0.02342007,0.92060983,0.013956031,0.010209063
wetland_to_woody_true_misclassified_133,wetland_to_woody,stable_trees,true_misclassified,81863,B85,294000002250,-0.8456467,-0.9368258,-1.3572681,-1.3935488,-1.2220587,-1.181743,-0.8548274,-1.0385225,-1.1388646,-0.9683059,0.18941066,0.032868106,-0.42469823,-0.11448405,-0.23911387,-0.18743637,0.6798264,0.22358404,0.0091344165,-0.09535604,-1.4750004,-1.6739472,-2.1647193,-1.9122977,-1.8894665,-1.878315,-1.5174547,-1.3811526,-1.729393,-1.7682756,-1.9851325,-2.240527,-2.4202683,-2.2417595,-2.2296662,-1.9691218,-1.8567672,-1.6702871,-1.9559532,-2.1675012,-2.2810326,-2.2720919,-2.2418172,-2.1767492,-2.2068515,-2.1916723,-2.0842984,-1.8587481,-2.149696,-1.8583785,-1.7933813,-1.7607597,-1.6263863,-1.6861413,-1.9123396,-1.6787347,-1.7757847,-1.578082,-1.6515112,-1.5150386,0.014364055,0.95973766,0.0036610616,0.019103752,0.95973766,0.0031335107,0.014364055
wetland_to_woody_true_misclassified_134,wetland_to_woody,stable_trees,true_misclassified,100326,B85,295000002250,-0.8456467,-0.9368258,-1.3572681,-1.3935488,-1.2220587,-1.181743,-0.8548274,-1.0385225,-1.1388646,-0.9683059,0.18941066,0.032868106,-0.42469823,-0.11448405,-0.23911387,-0.18743637,0.6798264,0.22358404,0.0091344165,-0.09535604,-1.4750004,-1.6739472,-2.1647193,-1.9122977,-1.8894665,-1.878315,-1.5174547,-1.3811526,-1.729393,-1.7682756,-1.9851325,-2.240527,-2.4202683,-2.2417595,-2.2296662,-1.9691218,-1.8567672,-1.6702871,-1.9559532,-2.1675012,-2.2810326,-2.2720919,-2.2418172,-2.1767492,-2.2068515,-2.1916723,-2.0842984,-1.8587481,-2.149696,-1.8583785,-1.7933813,-1.7607597,-1.6263863,-1.6861413,-1.9123396,-1.6787347,-1.7757847,-1.578082,-1.6515112,-1.5150386,0.014364055,0.95973766,0.0036610616,0.019103752,0.95973766,0.0031335107,0.014364055
wetland_to_woody_true_misclassified_135,wetland_to_woody,shrubs_to_trees,true_misclassified,71907,FW69,144000002975,0.032353334,0.6771903,0.54708725,0.4435319,0.26051337,0.60625905,0.4493062,0.5986159,0.80532336,0.37631643,-0.10650056,0.7210973,0.5522488,0.62007195,0.36198923,0.60746586,0.072099224,0.85924244,0.7685672,0.5985356,-0.22868773,0.3838642,0.3382291,0.0820869,0.27051833,0.3964221,0.097497076,0.14174907,0.4393028,0.14448892,-0.25592476,0.386036,0.07580432,-0.38399288,0.06946595,0.21484369,-0.20896596,-0.058450677,0.060028143,-0.28315416,-0.27686343,-0.32489833,-0.36158368,-0.22576529,-0.29431573,-0.2243833,-0.49105343,-0.39990112,-0.62316805,-0.7936383,-0.30789533,-0.22327389,-0.38359272,-0.022394896,-0.5058155,-0.22243215,-0.63227326,-0.5958068,-0.76203084,-0.7846149,0.01470332,0.70353806,0.70353806,0.22572504,0.04706569,0.008967873,0.01470332
wetland_to_woody_true_misclassified_136,wetland_to_woody,stable_wetland,true_misclassified,126460,IP15,-109999996755,1.7950013,0.6541775,-0.91940314,-1.4477125,-0.6405228,-0.644782,0.8313674,1.8948848,1.1363283,-1.5395095,1.2232203,0.5767263,-1.438113,-1.8691659,-0.887739,-0.6946476,0.41114935,1.567587,0.75619227,-1.7558882,1.372741,0.84277195,-0.42518613,-1.101761,-0.21127151,-0.06779379,1.0455561,2.0439775,1.6679416,-0.9188053,2.4187508,1.6039653,0.23968564,0.2789266,0.5640033,0.6937679,1.7854158,2.2640326,2.0921726,0.3664006,0.9189424,1.354053,1.239065,1.412858,1.020161,1.6801667,0.9167545,0.9497335,1.412579,1.626334,0.1631918,0.95906174,1.6213491,2.4383311,1.2613558,1.8971157,0.4421931,0.7307238,1.1560905,2.3033636,0.019131746,0.72977626,3.848046e-05,0.25104716,6.375862e-06,0.72977626,0.019131746
wetland_to_woody_true_misclassified_137,wetland_to_woody,stable_wetland,true_misclassified,86553,IP15,-110999996755,1.7950013,0.6541775,-0.91940314,-1.4477125,-0.6405228,-0.644782,0.8313674,1.8948848,1.1363283,-1.5395095,1.2232203,0.5767263,-1.438113,-1.8691659,-0.887739,-0.6946476,0.41114935,1.567587,0.75619227,-1.7558882,1.372741,0.84277195,-0.42518613,-1.101761,-0.21127151,-0.06779379,1.0455561,2.0439775,1.6679416,-0.9188053,2.4187508,1.6039653,0.23968564,0.2789266,0.5640033,0.6937679,1.7854158,2.2640326,2.0921726,0.3664006,0.9189424,1.354053,1.239065,1.412858,1.020161,1.6801667,0.9167545,0.9497335,1.412579,1.626334,0.1631918,0.95906174,1.6213491,2.4383311,1.2613558,1.8971157,0.4421931,0.7307238,1.1560905,2.3033636,0.019131746,0.72977626,3.848046e-05,0.25104716,6.375862e-06,0.72977626,0.019131746
wetland_to_woody_true_misclassified_138,wetland_to_woody,stable_wetland,true_misclassified,28980,FW69,146000002974,-0.58534294,-1.015392,-0.80151176,-0.3122095,-1.2955172,-0.7987574,-0.7870873,-0.6847584,-1.0677032,-0.9252159,-0.57286674,-1.3592747,-1.3910698,-0.78761566,-1.5180082,-1.0876746,-1.8959824,-0.57449734,-1.8500122,-1.1124482,-0.49661186,-0.6678619,-0.7424348,-0.35390103,-1.0926371,-0.6874027,-0.5723813,-0.5009576,-0.6062362,-0.5550374,0.06873985,-0.06275159,-0.49510828,0.046615295,-0.4553968,-0.3933211,-0.26534232,-0.17502122,-0.22307128,-0.29812878,0.0010768496,0.9125382,0.7258774,0.9484439,1.1162404,0.7684336,0.7385078,0.39983976,1.0023434,0.8666097,-0.10163204,0.97985375,0.9440205,0.9569694,1.3933784,0.9997837,1.2994388,0.5134604,1.2565157,0.9078054,0.020109095,0.8705765,0.0028466876,0.10643845,2.9322848e-05,0.8705765,0.020109095
wetland_to_woody_true_misclassified_139,wetland_to_woody,stable_wetland,true_misclassified,10900,FW69,145000002974,-0.58534294,-1.015392,-0.80151176,-0.3122095,-1.2955172,-0.7987574,-0.7870873,-0.6847584,-1.0677032,-0.9252159,-0.57286674,-1.3592747,-1.3910698,-0.78761566,-1.5180082,-1.0876746,-1.8959824,-0.57449734,-1.8500122,-1.1124482,-0.49661186,-0.6678619,-0.7424348,-0.35390103,-1.0926371,-0.6874027,-0.5723813,-0.5009576,-0.6062362,-0.5550374,0.06873985,-0.06275159,-0.49510828,0.046615295,-0.4553968,-0.3933211,-0.26534232,-0.17502122,-0.22307128,-0.29812878,0.0010768496,0.9125382,0.7258774,0.9484439,1.1162404,0.7684336,0.7385078,0.39983976,1.0023434,0.8666097,-0.10163204,0.97985375,0.9440205,0.9569694,1.3933784,0.9997837,1.2994388,0.5134604,1.2565157,0.9078054,0.020109095,0.8705765,0.0028466876,0.10643845,2.9322848e-05,0.8705765,0.020109095
stable_shrubs_false_positive_140,stable_shrubs,wetland_to_woody,false_positive,117185,M75,247000002290,-4.1590104,-3.1808672,-1.4184103,-1.7291391,-1.168232,-0.17129885,1.9039047,1.069608,-0.21951662,-1.2668067,-4.0215893,-2.5089266,-1.6209236,-2.6455946,-1.0402143,-0.27378824,1.4832364,0.68267816,-0.83599746,-1.6443316,-1.9246573,-1.4904815,-0.5032673,-0.40086627,-0.24033216,0.07054719,1.9224015,1.2236968,0.23286018,-0.7468397,-0.42103714,-0.35732165,0.10653207,-0.08148159,0.6820391,0.8770626,1.8801818,1.1531688,0.75945026,0.2711522,2.9841397,2.0883386,1.3380777,1.3982558,1.73449,0.965456,1.2073987,0.96544474,1.4035463,1.655383,6.415507,4.268927,1.756569,1.2636805,1.8306631,0.78626835,0.8758586,0.6205621,1.166133,1.9218295,0.013208149,0.94921446,0.0014466215,0.013208149,9.94741e-06,0.036120754,0.94921446
stable_shrubs_false_positive_141,stable_shrubs,wetland_to_woody,false_positive,106055,M75,247000002290,-4.1590104,-3.1808672,-1.4184103,-1.7291391,-1.168232,-0.17129885,1.9039047,1.069608,-0.21951662,-1.2668067,-4.0215893,-2.5089266,-1.6209236,-2.6455946,-1.0402143,-0.27378824,1.4832364,0.68267816,-0.83599746,-1.6443316,-1.9246573,-1.4904815,-0.5032673,-0.40086627,-0.24033216,0.07054719,1.9224015,1.2236968,0.23286018,-0.7468397,-0.42103714,-0.35732165,0.10653207,-0.08148159,0.6820391,0.8770626,1.8801818,1.1531688,0.75945026,0.2711522,2.9841397,2.0883386,1.3380777,1.3982558,1.73449,0.965456,1.2073987,0.96544474,1.4035463,1.655383,6.415507,4.268927,1.756569,1.2636805,1.8306631,0.78626835,0.8758586,0.6205621,1.166133,1.9218295,0.013208149,0.94921446,0.0014466215,0.013208149,9.94741e-06,0.036120754,0.94921446
stable_shrubs_false_positive_142,stable_shrubs,wetland_to_woody,false_positive,14482,M75,246000002291,-4.1493907,-3.0707736,-1.8434122,-1.3383296,-0.64051276,0.46730515,1.9909747,0.64095473,0.07666997,-1.4537108,-3.6611133,-2.700653,-1.8884428,-1.8516223,-0.67053795,0.2873857,1.2348667,0.30800587,-0.41049978,-1.615664,-1.7287111,-1.7321967,-0.67159647,-0.5416192,0.07304115,0.6086499,1.9436216,1.0831224,0.8465835,-0.8628061,-0.48872596,-0.4166735,0.11944663,-0.04867335,0.5234139,0.97048956,2.0901167,1.0595553,1.0929981,0.13957196,2.6409864,1.8505999,1.7109694,1.0116143,1.4793228,0.89647985,1.2512981,1.4544095,1.344081,1.5676428,6.415507,4.1705866,2.9643283,1.1299709,1.323181,1.1317234,0.78897035,1.2111512,1.4243692,1.6933169,0.024692403,0.93356675,0.027017511,0.024692403,2.1856766e-05,0.014701458,0.93356675
stable_shrubs_false_positive_143,stable_shrubs,wetland_to_woody,false_positive,117714,M75,247000002291,-3.005876,-2.243924,-1.4684316,-1.0949099,-0.49724862,0.68410146,2.5277987,1.3300563,0.35388616,-1.0013127,-2.692261,-1.8738265,-1.5034682,-1.4881415,-1.002752,0.32818708,1.9747977,0.9358212,-0.27305812,-1.3375204,-1.2202438,-0.7209818,-0.17527963,-0.26332313,0.2775224,0.43411174,2.2721393,1.3118978,0.72014076,-0.73807806,-0.26486933,0.07151982,-0.032856107,-0.46842587,0.71469724,0.96025705,2.3462267,1.2674437,1.0258968,0.37204677,2.5063756,1.7568882,1.0957484,0.8097228,1.5437238,0.6814796,0.7778659,0.71713036,1.1047142,1.1233093,5.4355936,3.3686886,1.7344421,0.7763441,1.5447215,0.61460483,0.48874038,0.29543203,0.95093614,1.2347618,0.03717355,0.93135375,0.015132348,0.03717355,3.6865044e-05,0.01630356,0.93135375
stable_shrubs_false_positive_144,stable_shrubs,wetland_to_woody,false_positive,111477,M75,247000002291,-3.005876,-2.243924,-1.4684316,-1.0949099,-0.49724862,0.68410146,2.5277987,1.3300563,0.35388616,-1.0013127,-2.692261,-1.8738265,-1.5034682,-1.4881415,-1.002752,0.32818708,1.9747977,0.9358212,-0.27305812,-1.3375204,-1.2202438,-0.7209818,-0.17527963,-0.26332313,0.2775224,0.43411174,2.2721393,1.3118978,0.72014076,-0.73807806,-0.26486933,0.07151982,-0.032856107,-0.46842587,0.71469724,0.96025705,2.3462267,1.2674437,1.0258968,0.37204677,2.5063756,1.7568882,1.0957484,0.8097228,1.5437238,0.6814796,0.7778659,0.71713036,1.1047142,1.1233093,5.4355936,3.3686886,1.7344421,0.7763441,1.5447215,0.61460483,0.48874038,0.29543203,0.95093614,1.2347618,0.03717355,0.93135375,0.015132348,0.03717355,3.6865044e-05,0.01630356,0.93135375
stable_shrubs_false_positive_145,stable_shrubs,wetland_to_woody,false_positive,15955,O50,142000002287,-0.7684436,-1.0315808,-1.5656304,-0.8532117,-0.6255866,0.43551722,0.8653384,-0.30067202,-0.10058776,-0.23639034,-1.6196275,-1.2334336,-1.7183336,-1.0171545,-1.1598238,-0.05686181,0.5775577,-0.8269583,-0.66927034,-0.5704996,0.15210432,-0.4859518,-0.86504227,-0.6037089,-0.046905603,0.5830543,1.0401604,0.34761202,0.076624885,0.29274994,0.5210462,-0.056670457,-0.28803,-0.21729806,0.16487433,0.72424287,1.1829939,0.40298504,0.47341207,0.2765529,1.657559,1.4650606,1.3152544,0.84495854,1.2248517,0.72514004,0.93037844,1.0543474,0.51871705,0.7548593,1.8978856,1.6142914,1.5082561,1.0320344,1.120317,0.6238264,0.8215534,1.2157413,0.826122,0.62930584,0.062334903,0.89031714,0.02278269,0.062334903,0.002214762,0.022350563,0.89031714
stable_wetland_false_positive_146,stable_wetland,wetland_to_woody,false_positive,106357,FX28,-23999997039,-1.9380563,-1.5671195,-1.4094203,-0.19271605,-0.70712245,0.3109942,0.88263494,0.13668948,-0.5562734,0.13278602,-2.4608712,-1.7735776,-1.6658461,-0.5569157,-1.0005138,-0.40382618,0.48603165,-0.11030053,-0.6703991,0.00087805884,-1.7365563,-1.1371955,-1.0472469,-0.26054063,-0.5729908,0.34783834,0.4515206,0.5533536,-0.26661095,0.41994482,-0.9678661,-0.76305485,-0.8658452,-0.3463599,-0.5580366,0.2504349,0.29869,0.47772282,-0.13221498,0.410588,0.9872941,0.8499588,0.54631203,0.34022957,0.6142606,0.1931428,0.3358445,0.45885274,0.40769002,0.36002803,1.3480669,1.2001368,0.72582483,0.49133152,0.44217142,0.16558413,-0.020176549,0.4285441,0.5736243,0.2416508,0.0523651,0.8730287,0.030579384,0.043980338,4.65356e-05,0.0523651,0.8730287
stable_wetland_false_positive_147,stable_wetland,wetland_to_woody,false_positive,117355,FX28,-22999997039,-1.9380563,-1.5671195,-1.4094203,-0.19271605,-0.70712245,0.3109942,0.88263494,0.13668948,-0.5562734,0.13278602,-2.4608712,-1.7735776,-1.6658461,-0.5569157,-1.0005138,-0.40382618,0.48603165,-0.11030053,-0.6703991,0.00087805884,-1.7365563,-1.1371955,-1.0472469,-0.26054063,-0.5729908,0.34783834,0.4515206,0.5533536,-0.26661095,0.41994482,-0.9678661,-0.76305485,-0.8658452,-0.3463599,-0.5580366,0.2504349,0.29869,0.47772282,-0.13221498,0.410588,0.9872941,0.8499588,0.54631203,0.34022957,0.6142606,0.1931428,0.3358445,0.45885274,0.40769002,0.36002803,1.3480669,1.2001368,0.72582483,0.49133152,0.44217142,0.16558413,-0.020176549,0.4285441,0.5736243,0.2416508,0.0523651,0.8730287,0.030579384,0.043980338,4.65356e-05,0.0523651,0.8730287
stable_wetland_false_positive_148,stable_wetland,wetland_to_woody,false_positive,15704,FX29,-19999997040,-1.8474114,-1.6048776,-1.0067136,0.34012413,-0.86049736,-0.19505873,0.8671665,0.108177684,-0.9936678,0.2097146,-2.1349885,-1.9768338,-1.6814839,0.20817307,-0.9772584,-0.91745263,0.2865204,0.12409633,-0.96348715,-0.13189389,-1.5422431,-1.2645742,-0.9140712,0.36349544,-0.6589095,0.14038865,0.90339947,0.10735251,-0.8147693,-0.019825166,-0.9954251,-0.75283855,-0.7346956,0.3643245,-0.8276994,-0.101918064,0.7105061,0.10913543,-0.54902744,-0.12530695,0.39933005,0.8493298,0.76816756,0.32753196,0.54533416,0.2268971,0.57766956,0.3140027,0.458499,0.16261238,0.9654714,1.1332651,0.93049854,0.23915988,0.6894724,0.3443412,0.40961,0.097293966,0.481807,0.12841472,0.08740182,0.87220675,0.0035484126,0.036835566,7.423803e-06,0.08740182,0.87220675
stable_wetland_false_positive_149,stable_wetland,wetland_to_woody,false_positive,15318,FX29,-20999997040,-1.8474114,-1.6048776,-1.0067136,0.34012413,-0.86049736,-0.19505873,0.8671665,0.108177684,-0.9936678,0.2097146,-2.1349885,-1.9768338,-1.6814839,0.20817307,-0.9772584,-0.91745263,0.2865204,0.12409633,-0.96348715,-0.13189389,-1.5422431,-1.2645742,-0.9140712,0.36349544,-0.6589095,0.14038865,0.90339947,0.10735251,-0.8147693,-0.019825166,-0.9954251,-0.75283855,-0.7346956,0.3643245,-0.8276994,-0.101918064,0.7105061,0.10913543,-0.54902744,-0.12530695,0.39933005,0.8493298,0.76816756,0.32753196,0.54533416,0.2268971,0.57766956,0.3140027,0.458499,0.16261238,0.9654714,1.1332651,0.93049854,0.23915988,0.6894724,0.3443412,0.40961,0.097293966,0.481807,0.12841472,0.08740182,0.87220675,0.0035484126,0.036835566,7.423803e-06,0.08740182,0.87220675
